Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Afghanistan,AFG,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,77.79334259,78.92937469,85.64152527,96.39759827,108.8864365,102.5907974,125.533493,141.7833405,137.521698,136.9684448,143.3484497,161.9043884,181.8226166,191.2515106,208.6259918,228.1847839,186.4072876,,
Afghanistan,AFG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,15.80316353,17.03574371,20.4127636,23.89050102,27.83657074,31.27183914,38.10266113,41.72274399,44.99053192,50.85347366,51.44026184,55.03462982,59.00893402,58.90652847,60.18867111,65.70602417,49.84260941,,
Afghanistan,AFG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,9.44338989,8.94125843,9.80847359,9.94828987,10.62276554,9.90467453,10.25649548,9.81848717,8.56967163,8.56190681,7.89716816,8.80596447,9.52887821,10.10534763,10.96199989,11.77723598,9.39572716,,
Afghanistan,AFG,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,13.9,,,,
Afghanistan,AFG,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,36.96776794,37.03819822,37.10932268,37.18078982,37.25260335,37.32476096,37.3976102,37.4708038,37.5443422,37.61822887,37.69280282,37.76772379,37.84713186,37.93172009,38.02113959,38.11505004
Afghanistan,AFG,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,,,,,,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809
Afghanistan,AFG,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,,,,,,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486
Afghanistan,AFG,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,21.87080211,21.88130402,23.27419282,24.66743482,26.06769471,27.47541582,28.8840397,30.37464076,31.87385375,33.38186228,34.89884717,36.4251488,37.96080939,39.50601764,41.06096635,42.62602284,44.20121748,45.78912703,47.39066209,49.00616952,50.49964687
Afghanistan,AFG,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,30.86371867,30.86371867,32.39546458,33.92721049,35.4589564,36.99070231,38.52244822,40.40061289,42.30527293,44.23642836,46.19407916,48.17822534,50.1888669,52.22600383,54.28963615,56.37976384,58.49638691,60.63950536,62.80911918,65.00522839,66.70919426
Afghanistan,AFG,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,19.32279761,19.32279761,20.66226531,22.00173302,23.34120073,24.68066843,26.02013614,27.36073275,28.70143991,30.0422576,31.38318584,32.72422461,34.06537391,35.40663376,36.74800414,38.08948507,39.43107653,40.77277853,42.11459106,43.45651414,44.79670034
Afghanistan,AFG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,10.92753113,10.93879204,11.72537263,12.5121213,13.3059954,14.10727456,14.90905233,16.09387809,17.32239903,18.26376481,19.11514598,19.96687464,20.81883173,21.67101839,22.52343729,23.37620582,24.22920784,25.08389212,25.94051208,26.79895584,27.58895624
Afghanistan,AFG,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,20.5701547,20.5701547,21.41651418,22.26287367,23.10923315,23.95559264,24.80195213,25.64831161,26.4946711,27.34103059,28.18739007,29.03374956,29.88010904,30.72646853,31.57282802,32.4191875,33.26554699,34.11190648,34.95826596,35.80462545,36.38141
Afghanistan,AFG,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,8.195442146,8.195442146,8.950259702,9.705077257,10.45989481,11.21471237,11.96952992,13.22171963,14.53291829,15.47097889,16.29139344,17.111808,17.93222255,18.7526371,19.57305166,20.39346621,21.21388076,22.03429532,22.85470987,23.67512442,24.49553898
Afghanistan,AFG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,28.17141501,28.19936611,30.23638459,32.27372204,34.32855936,36.40150061,38.47545989,40.87574634,43.31114546,45.78160949,48.28708366,50.8278463,53.4035172,56.01404291,58.65937353,61.33978081,64.0548831,66.80870335,69.60193058,72.43421885,75.09141325
Afghanistan,AFG,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,52.10572465,52.10572465,54.24961588,56.39350711,58.53739835,60.68128958,62.82518082,65.36805041,67.93725149,70.53278405,73.15464811,75.80284365,78.47737069,81.17822921,83.90541922,86.65894072,89.43879371,92.24497819,95.07749415,97.93634161,100
Afghanistan,AFG,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,21.38999673,21.38999673,23.36006067,25.33012461,27.30018855,29.27025249,31.24031642,33.51311431,35.82182899,38.16646046,40.54700873,42.9634738,45.41585566,47.90415432,50.42836977,52.98850202,55.58455107,58.21651691,60.88439955,63.58819898,66.32791521
Angola,AGO,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,29.84498787,92.6268692,70.50862122,73.93696594,87.69142151,67.72615814,54.73680878,66.78118896,68.54560852,66.72064209,58.16038132,54.36912918,52.84577179,67.53814697,74.78598785,92.39568329,95.73287964,93.95159912,90.17287445,,
Angola,AGO,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,5.36555481,15.30594254,17.26058388,20.10651207,27.6729393,28.28505707,28.18290901,36.59492111,44.96250916,34.19685745,33.49320984,39.54041672,39.79587173,50.8429184,56.18272781,54.25286865,49.67435837,57.86081314,47.96822739,,
Angola,AGO,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,41.27677536,52.92855453,59.41811371,57.65277863,55.55617142,52.12799835,40.36954498,39.40856934,33.1567688,28.49826241,34.6372757,32.38171387,32.57001877,35.40423965,42.67658997,49.96444702,52.2201004,50.60655975,54.74777222,,
Angola,AGO,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,27.3046875,45.09108734,49.66205215,48.51068878,46.89109802,42.33265686,30.66570091,28.38397026,21.6532383,15.50890541,19.34375572,17.99380875,17.61917686,21.3492775,26.8761673,33.52316666,35.20893097,34.12101364,36.79880905,,
Angola,AGO,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,42.08817291,79.87310791,46.64072037,52.97556305,67.10604095,58.24981308,72.91181946,98.10597229,133.0411377,158.4402771,104.3011246,108.7275696,105.8773422,118.329834,94.89759064,87.58914185,80.91677856,85.91679382,69.06031799,,
Angola,AGO,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,7.56664419,13.19847393,11.41769695,14.40624142,21.17677498,24.32736969,37.54086304,53.76034927,87.26835632,81.20664215,60.06458664,79.07305145,79.73165131,89.07905579,71.29150391,51.43056107,41.98650742,52.91251755,36.73722076,,
Angola,AGO,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,2.73858261,5.96825504,4.19123077,4.26046801,5.65923882,4.8206377,4.7187376,4.51627064,4.0603714,5.77788925,4.24956799,4.58056879,4.20151329,4.57540083,3.61568022,4.56262589,5.43269682,5.42673731,5.42673731,,
Angola,AGO,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.11098742,2.04631472,1.30862701,1.46559668,1.68663394,1.27875817,1.44411969,1.72198772,2.1384356,2.60045791,1.67409551,1.71321774,1.56333554,1.69516706,1.31816018,1.23424065,1.19753706,1.29187,1.06878364,,
Angola,AGO,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,58.20956802,45.64084244,39.30446243,41.30799866,42.51447678,44.8341713,53.77399445,57.89378738,64.35443115,67.67429352,62.11627579,64.75706482,65.25455475,62.0297966,54.15326309,47.36523056,44.13825607,46.27865219,41.92943954,,
Angola,AGO,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,0.37139514,2.50360131,1.51585543,1.33275962,3.04533696,3.94683123,7.94073629,4.57137966,5.14515162,8.96088123,5.45119524,4.80401993,3.52969861,4.89490032,5.55533123,4.93803644,6.67606974,5.78263712,5.47283792,,
Angola,AGO,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,0.06676971,0.41370264,0.37108299,0.36243233,0.96102244,1.64834905,4.08852911,2.50503588,3.37496328,4.59279108,3.13921642,3.49376488,2.65806341,3.68489552,4.17342424,2.89951444,3.46411276,3.56128168,2.91132259,,
Angola,AGO,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.51365387,1.43060005,1.27742219,1.03922689,1.92934799,3.03782797,5.85646009,2.69763899,2.4888041,3.82744408,3.24644589,2.8612268,2.17543125,2.56596041,3.1701467,2.67032242,3.64164376,3.11478901,3.32279158,,
Angola,AGO,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,72.30455017,175.0035858,118.6651993,128.2453003,157.842804,129.9228058,135.5893555,169.4585419,206.7318726,234.1217957,167.9127045,167.9007111,162.2528229,190.7628937,175.2389069,184.9228363,183.3257294,185.6510162,164.7060242,,
Angola,AGO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,12.99896717,28.91812134,29.04936409,34.87518692,49.81074142,54.26077652,69.81230164,92.86030579,135.6058197,119.9962845,96.69701385,122.1072311,122.185585,143.6068726,131.6476593,108.5829392,95.12497711,114.3346024,87.61676788,,
Angola,AGO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,1.90859938,4.48351622,3.32946134,3.54797316,3.96719909,2.85219526,2.68553543,2.97439122,3.32290339,3.84260798,2.69509959,2.64560771,2.39574957,2.73282671,2.43412876,2.60579467,2.71314979,2.79150295,2.54900527,,
Angola,AGO,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,48.8,,,,
Angola,AGO,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,,25.94168867,26.09391769,26.24511041,26.39339879,26.5392,26.68230262,26.82229525,26.95980034,27.09419377
Angola,AGO,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,,,,,,,,,,,,,33.97459143,33.97459143,33.97459143,33.97459143,33.97459143,33.97459143,33.97459143,33.97459143,33.97459143
Angola,AGO,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,,,,,,,,,,,,,13.23488574,13.23488574,13.23488574,13.23488574,13.23488574,13.23488574,13.23488574,13.23488574,13.23488574
Angola,AGO,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,27.55752287,28.98922337,30.42246748,31.85606084,33.29039067,34.72263851,35.99128127,37.25930604,38.52751059,39.79427161,41.06079267,42.32666372,43.59147171,44.85479322,46.11702927,47.37448057,48.62794482,49.87698012,51.12074396,51.39362406,51.66032915
Angola,AGO,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,47.5144549,48.50334872,49.49224253,50.48113635,51.47003017,52.45892399,53.4478178,54.43671162,55.42560544,56.41449926,57.40339308,58.39228689,59.38118071,60.37007453,61.35896835,62.34786216,63.33675598,64.3256498,65.31454362,65.31454362,65.31454362
Angola,AGO,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,7.531021585,8.454653754,9.378285923,10.30191809,11.22555026,12.14918243,13.0728146,13.99644677,14.92007894,15.84371111,16.76734328,17.69097545,18.61460762,19.53823978,20.46187195,21.38550412,22.30913629,23.23276846,24.15640063,24.15640063,24.15640063
Angola,AGO,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,41.14430792,42.25467641,43.37679859,44.3638732,45.35133457,46.33601912,47.15022864,47.96147053,48.77040378,49.57516542,50.37684093,51.17483374,51.9685411,52.75734684,53.5415069,54.31692835,55.08427644,55.84290632,56.59174872,56.88303903,57.16773762
Angola,AGO,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,61.06652686,61.95115679,62.83578671,63.44901485,64.05470726,64.65286393,65.24348486,65.82657006,66.40211952,66.97013324,67.53061123,68.08355348,68.62896,69.16683077,69.69716582,70.21996512,70.73522869,71.24295652,71.74314862,71.74314862,71.74314862
Angola,AGO,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,21.15264072,21.52821595,21.90310643,22.27731214,22.6508331,23.02366929,23.39582072,23.7672874,24.13806931,24.50816646,24.87757885,25.24630648,25.61434935,25.98170746,26.34838081,26.7143694,27.07967323,27.4442923,27.80822661,27.80822661,27.80822661
Albania,ALB,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,166.538269,173.4869537,187.6808777,185.766098,188.5728912,190.4445801,197.750824,251.8786163,220.2987671,188.257721,213.8495789,240.6746063,266.9352417,288.8698425,322.358551,246.3368225,242.8293457,287.7148743,311.4009399,,
Albania,ALB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,48.69450378,51.75642395,57.48270035,68.05230713,82.45149994,86.81703949,89.6161499,124.4468613,117.0127258,87.8655777,90.9402771,104.6172791,107.7158585,120.5940247,131.0890503,83.49495697,84.38040161,100.8632965,122.7705536,,
Albania,ALB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,60.40230942,57.77629089,59.70919037,54.0149231,52.66172409,52.53190994,51.34706497,55.98057556,53.07559967,47.12736511,47.36392975,49.56390762,50.40052032,50.89257813,52.15227509,43.28739929,41.76972198,44.57441711,44.65778732,,
Albania,ALB,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,60.40230942,57.77629089,59.70919037,54.0149231,52.65771866,52.52602005,51.34706497,55.97729492,53.06839752,47.11406708,47.34183121,49.54306412,50.38419342,50.88157654,52.14575958,43.28312683,41.76557541,44.45219803,44.58411789,,
Albania,ALB,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,105.4416275,115.8299789,117.7930679,130.0175934,149.1268158,152.514328,164.0225067,173.4925232,183.4421845,202.9398499,226.3068848,239.5410309,257.2241821,271.6781311,291.2962952,317.4503784,331.557312,344.4656372,376.5013733,,
Albania,ALB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,30.83031464,34.5555954,36.07753754,47.62977219,65.20411682,69.52596283,74.33125305,85.71827698,97.43617249,94.71818542,96.2378006,104.124527,103.7971802,113.4170151,118.4573822,107.5986404,115.2123566,120.7582398,148.4365692,,
Albania,ALB,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,8.17498302,8.42607403,8.21088219,8.99717617,9.35447407,9.22509766,8.76739883,8.31045246,7.15889835,7.15455055,8.09464931,8.17873192,8.69735146,8.83011913,8.17427826,8.99154949,9.62167263,9.17743587,9.70960903,,
Albania,ALB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.76625538,2.75405765,2.58927107,2.67035341,2.82082701,2.66531777,2.55931067,2.43571401,2.2712636,2.33806777,2.37874556,2.36555696,2.45518684,2.57775068,2.5936265,2.731354,2.80370736,2.67398357,2.84153938,,
Albania,ALB,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,38.2429657,38.57481003,37.47493744,37.80501175,41.64583206,42.06929779,42.58932877,38.55909348,44.19590378,50.80281067,50.12300491,49.33045959,48.56695938,47.86376953,47.12691498,55.78379059,57.0320549,53.3665657,53.9937973,,
Albania,ALB,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,3.73517847,10.95669174,8.85099983,28.1325779,20.38371086,19.57231712,23.35253525,24.56817818,11.32504749,8.2682476,11.34654617,5.36877489,5.46851921,7.05906582,4.45542336,5.28561544,6.96590042,13.29034233,9.40255356,,
Albania,ALB,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,1.09213734,3.26871347,2.7108748,10.30589962,8.91256046,8.92233658,10.5828352,12.13851547,6.01535177,3.85904193,4.8251586,2.33371758,2.2067008,2.94693637,1.81182468,1.79153979,2.42057037,4.65915346,3.70697927,,
Albania,ALB,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,1.35472393,3.64890242,2.81587577,8.18006611,5.69244719,5.3987956,6.06361103,5.46033096,2.72849321,2.06982613,2.51306105,1.10563171,1.03252077,1.24365366,0.72081369,0.92881185,1.19822311,2.05901504,1.34841347,,
Albania,ALB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,275.7150574,300.2736206,314.3249512,343.9162903,358.0834045,362.531189,385.125885,449.9393616,415.065979,399.4658508,451.5030212,485.5844116,529.6279907,567.6070557,618.1102905,569.0728149,581.3525391,645.4707642,697.3048706,,
Albania,ALB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,80.61695099,89.58073425,96.27111816,125.9879761,156.5681763,165.2653351,174.5302429,222.3036652,220.4642487,186.4428101,192.0032196,211.0755158,213.7197418,236.957962,251.3582611,192.8851318,202.0133209,226.2806702,274.914093,,
Albania,ALB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.2333703,7.13952398,6.90934134,7.06348991,6.77337217,6.33554173,6.00927687,6.31683397,5.139081,4.60224104,4.74581575,4.79532719,5.05526161,5.38559914,5.50349331,4.89632177,4.91601992,5.01059723,5.26271439,,
Albania,ALB,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,0.2,,,,
